Всего структур: 5666

Name                                                    Start        End     Fields
val_context                                             94805      94810          4
provider_info                                           94813      94821          7
_MANAGE_HOT_PATCH_QUERY_ACTIVE_PATCHES                  94824      94831          6
tm                                                      94834      94845         10
_div_t                                                  94848      94852          3
tagEMROFFSETCLIPRGN                                     94855      94859          3
_SYSTEM_BOOT_ENVIRONMENT_INFORMATION                    94891      94896          4
_SYSTEM_KERNEL_VA_SHADOW_INFORMATION                    94914      94917          2
_CERT_CHAIN_POLICY_PARA                                 94920      94925          4
_TRANSACTION_ENLISTMENT_PAIR                            94928      94932          3
_TRANSACTION_ENLISTMENTS_INFORMATION                    94935      94939          3
_QUERY_SERVICE_LOCK_STATUSW                             94942      94947          4
_CMSG_SIGNER_ENCODE_INFO                                94950      94962         11
_CMSG_SIGNED_ENCODE_INFO                                94965      94974          8
tagEMREOF                                               94977      94983          5
_CRYPT_TIMESTAMP_ACCURACY                               94986      94991          4
_CRYPT_TIMESTAMP_INFO                                   94994      95008         13
_SECTION_IMAGE_INFORMATION                              95030      95047         16
_RTL_USER_PROCESS_INFORMATION                           95050      95057          6
tagRGBTRIPLE                                            95060      95065          4
USN_RECORD_EXTENT                                       95075      95079          3
_SYSTEM_LOGICAL_PROCESSOR_INFORMATION                   95103      95108          4
_CSV_CONTROL_PARAM                                      95111      95115          3
_REFS_SMR_VOLUME_GC_PARAMETERS                          95118      95127          8
_SYSTEM_ENERGY_ESTIMATION_CONFIG_INFORMATION            95145      95148          2
_ACTIVATION_CONTEXT_ASSEMBLY_DATA                       95151      95159          7
_QUERY_BAD_RANGES_INPUT_RANGE                           95162      95166          3
_WIM_PROVIDER_ADD_OVERLAY_INPUT                         95169      95175          5
_SYSTEM_CALL_COUNT_INFORMATION                          95178      95182          3
_KEY_VIRTUALIZATION_INFORMATION                         95185      95193          7
_CERT_POLICY_ID                                         95196      95200          3
tagCOMBOBOXINFO                                         95203      95212          8
_SERVICE_DESCRIPTIONW                                   95215      95218          2
_SSL_KEY_PIN_EXTRA_CERT_CHAIN_POLICY_STATUS             95221      95226          4
_ALPC_PORT_ASSOCIATE_COMPLETION_PORT                    95229      95233          3
_LUNICODE_STRING                                        95236      95241          4
_CSV_IS_OWNED_BY_CSVFS                                  95244      95247          2
_SYSTEM_SESSION_MAPPED_VIEW_INFORMATION                 95250      95257          6
tagWINDOWPLACEMENT                                      95260      95268          7
_FILE_STANDARD_INFORMATION_EX                           95271      95280          8
_MEMORY_BASIC_INFORMATION64                             95292      95303         10
_ENCRYPTION_KEY_CTRL_INPUT                              95306      95315          8
_REFS_DEALLOCATE_RANGES_INPUT_BUFFER                    95318      95322          3
_OCSP_REQUEST_ENTRY                                     95325      95330          4
_LDR_ENUM_RESOURCE_ENTRY                                95374      95380          5
_SYSTEM_GDI_DRIVER_INFORMATION                          95383      95391          7
_ALPC_WORK_ON_BEHALF_TICKET                             95394      95398          3
_DIAGNOSTIC_BUFFER                                      95415      95423          7
_RTL_PROCESS_MODULE_INFORMATION                         95435      95447         11
_RTL_PROCESS_MODULES                                    95450      95454          3
_RTL_PROCESS_MODULE_INFORMATION_EX                      95457      95464          6
_RTL_PROCESS_HEAPS                                      95467      95471          3
_RTL_PROCESS_LOCK_INFORMATION                           95474      95486         11
_RTL_PROCESS_LOCKS                                      95489      95493          3
_RTL_DEBUG_INFORMATION                                  95503      95528         24
_RTL_VERIFIER_HELPER_TABLE                              95531      95552         20
_CERT_GENERAL_SUBTREE                                   95555      95561          5
_WRITE_USN_REASON_INPUT                                 95564      95568          3
_SCRUB_PARITY_EXTENT                                    95571      95575          3
_CFG_CALL_TARGET_INFO                                   95578      95582          3
_NDR_USER_MARSHAL_INFO_LEVEL1                           95585      95593          7
_NDR_USER_MARSHAL_INFO                                  95596      95600          3
tagTTPOLYGONHEADER                                      95603      95608          4
_MAXVERSIONTESTED_INFO                                  95611      95614          2
_SD_QUERY_STATS_OUTPUT                                  95617      95627          9
_SD_ENUM_SDS_OUTPUT                                     95630      95636          5
_SD_GLOBAL_CHANGE_OUTPUT                                95647      95652          4
_MEMORY_PARTITION_TRANSFER_INFORMATION                  95655      95660          4
_ALPC_WORK_ON_BEHALF_ATTR                               95663      95666          2
_SYSTEM_HIBERFILE_INFORMATION                           95669      95673          3
tagSCROLLINFO                                           95676      95685          8
HRAWINPUT__                                             95688      95691          2
_FILE_QUERY_SPARING_BUFFER                              95694      95700          5
tagEMREXTFLOODFILL                                      95703      95709          5
_CMSG_CTRL_ADD_SIGNER_UNAUTH_ATTR_PARA                  95712      95717          4
_SEMAPHORE_BASIC_INFORMATION                            95727      95731          3
_PROCESS_FIBER_SHADOW_STACK_ALLOCATION_INFORMATION      95734      95741          6
_PLUGPLAY_EVENT_BLOCK                                   95841      95850          8
_IMAGE_FUNCTION_ENTRY                                   95853      95858          4
_KLDR_DATA_TABLE_ENTRY32                                95861      95879         17
_CRYPT_SIGN_MESSAGE_PARA                                95882      95899         16
HTOUCHINPUT__                                           95902      95905          2
_FILE_NUMA_NODE_INFORMATION                             95908      95911          2
_CM_PCCARD_DEVICE_DATA                                  95922      95931          8
_DRIVER_VERIFIER_THUNK_PAIRS                            95943      95947          3
_BCRYPT_DH_KEY_BLOB                                     95950      95954          3
tagRGBQUAD                                              95967      95973          5
_RTL_WORK_ON_BEHALF_TICKET_EX                           95990      95995          4
_IMAGE_VXD_HEADER                                       96040      96093         52
_FILE_FS_METADATA_SIZE_INFORMATION                      96096      96101          4
_CRL_FIND_ISSUED_FOR_PARA                               96104      96108          3
_SYSTEM_SECUREBOOT_INFORMATION                          96111      96115          3
MOVE_FILE_RECORD_DATA                                   96118      96123          4
_RTL_IMAGE_MITIGATION_BINARY_SIGNATURE_POLICY           96126      96130          3
_SYSTEM_WORKLOAD_ALLOWED_CPU_SET_INFORMATION            96143      96147          3
_ENCLAVE_CREATE_INFO_VBS                                96150      96154          3
_RTL_CRITICAL_SECTION32                                 96167      96175          7
_MULTI_TIME                                             96193      96198          4
_PROCESS_ENERGY_TRACKING_STATE                          96201      96208          6
_RPC_HTTP_TRANSPORT_CREDENTIALS_V2_W                    96211      96222         10
_PROCESS_SESSION_INFORMATION                            96232      96235          2
_FSCTL_OFFLOAD_WRITE_OUTPUT                             96238      96243          4
tagEMRSETVIEWPORTORGEX                                  96297      96301          3
_CRYPT_DECRYPT_MESSAGE_PARA                             96304      96310          5
JOBOBJECT_IO_RATE_CONTROL_INFORMATION_NATIVE_V3         96313      96334         20
_ENUM_SERVICE_STATUSA                                   96355      96360          4
_EXIT_THREAD_DEBUG_INFO                                 96363      96366          2
_CRYPT_VERIFY_MESSAGE_PARA                              96369      96376          6
_NTFS_STATISTICS_EX                                     96430      96489         58
_SYSTEM_PROCESSOR_PERFORMANCE_STATE_DISTRIBUTION        96499      96504          4
tagREGISTERWORDA                                        96507      96511          3
_SYSTEM_DPC_BEHAVIOR_INFORMATION                        96514      96521          6
tagRPC_ERROR_ENUM_HANDLE                                96524      96529          4
_devicemodeA                                            96583      96614         30
_INVERTED_FUNCTION_TABLE_ENTRY                          96617      96623          5
_KLDR_DATA_TABLE_ENTRY64                                96626      96646         19
_JOBOBJECT_CONTAINER_IDENTIFIER_V2                      96649      96654          4
_FILE_DISPOSITION_INFO_EX                               96657      96660          2
_CM_SERIAL_DEVICE_DATA                                  96663      96668          4
_PROCESS_LEAP_SECOND_INFO                               96671      96675          3
tagEMRRESTOREDC                                         96678      96682          3
_BCRYPT_OID                                             96685      96689          3
_BCRYPT_OID_LIST                                        96692      96696          3
tagBITMAPINFO                                           96699      96703          3
_PO_SPR_ACTIVE_SESSION_DATA                             96706      96710          3
_FILE_STORAGE_INFO                                      96713      96722          8
tagMDICREATESTRUCTA                                     96733      96744         10
_SID_AND_ATTRIBUTES_HASH                                96747      96752          4
_TP_POOL_STACK_INFORMATION                              96785      96789          3
_CRYPT_TIMESTAMP_PARA                                   96792      96799          6
_BCRYPT_OAEP_PADDING_INFO                               96802      96807          4
_NETCONNECTINFOSTRUCT                                   96810      96817          6
_SPARSE_OVERALLOCATE_DATA                               96820      96823          2
HTASK__                                                 96826      96829          2
tagEMRMASKBLT                                           96832      96857         24
_KEY_SET_VIRTUALIZATION_INFORMATION                     96860      96866          5
tagRID_DEVICE_INFO_MOUSE                                96869      96875          5
tagRID_DEVICE_INFO_KEYBOARD                             96878      96886          7
tagRID_DEVICE_INFO                                      96897      96902          4
_NCRYPT_EXPORTED_ISOLATED_KEY_HEADER                    96905      96916         10
_WIM_PROVIDER_SUSPEND_OVERLAY_INPUT                     96919      96922          2
_MANAGE_HOT_PATCH_QUERY_PATCHES                         96932      96939          6
_xml_error                                              96942      96952          9
_SYSTEM_POWER_LOGGING_ENTRY                             96955      96959          3
tagCOLORCORRECTPALETTE                                  96987      96994          6
_OPEN_PRINTER_PROPS_INFOW                               96997      97004          6
_IMAGE_RUNTIME_FUNCTION_ENTRY                           97014      97019          4
tagRPC_CALL_ATTRIBUTES_V2_A                             97022      97042         19
_MANAGE_HOT_PATCH_LOAD_PATCH                            97052      97058          5
_TP_DEBUG_FREE_INFO                                     97061      97064          2
_tagStartParam                                          97067      97072          4
_exception                                              97075      97082          6
_OPERATION_END_PARAMETERS                               97085      97090          4
_FILE_PROVIDER_EXTERNAL_INFO_V0                         97093      97097          3
_VM_COUNTERS_EX                                         97100      97114         13
_PS_CPU_QUOTA_QUERY_INFORMATION                         97117      97121          3
_RPC_PROTSEQ_ENDPOINT                                   97124      97128          3
_RPC_SERVER_INTERFACE                                   97131      97142         10
HPEN__                                                  97150      97153          2
_PKCS12_PBES2_EXPORT_PARAMS                             97156      97161          4
tagSCROLLBARINFO                                        97181      97190          8
_HEAP_OPTIMIZE_RESOURCES_INFORMATION                    97204      97208          3
_SYSTEM_AUDIT_CALLBACK_OBJECT_ACE                       97211      97219          7
tagCHANGEFILTERSTRUCT                                   97222      97226          3
_SYSTEM_NET_RATE_CONTROL_CONTEXT_HEADER                 97229      97233          3
_SYSTEM_NET_RATE_CONTROL_CALLBACK_TABLE                 97236      97239          2
_SYSTEM_LOW_PRIORITY_IO_INFORMATION                     97242      97254         11
_ACL_SIZE_INFORMATION                                   97257      97262          4
_CRYPT_TIMESTAMP_RESPONSE                               97265      97272          6
_LDR_DLL_UNLOADED_NOTIFICATION_DATA                     97275      97282          6
_CERT_CRL_CONTEXT_PAIR                                  97292      97296          3
_CMC_TAGGED_ATTRIBUTE                                   97306      97310          3
_CMC_TAGGED_OTHER_MSG                                   97313      97318          4
_CMC_RESPONSE_INFO                                      97321      97329          7
_DWORD_BLOB                                             97332      97336          3
_SYSTEM_LEGACY_DRIVER_INFORMATION                       97339      97343          3
_THREAD_TLS_INFORMATION                                 97370      97375          4
_SYSTEM_VERIFIER_INFORMATION                            97393      97423         29
_SYSTEM_VERIFIER_COUNTERS_INFORMATION                   97426      97451         24
_TRANSACTION_NOTIFICATION_RECOVERY_ARGUMENT             97454      97458          3
_BCRYPT_KEY_BLOB                                        97471      97474          2
_PS_MEMORY_RESERVE                                      97477      97481          3
_CMC_STATUS_INFO                                        97491      97499          7
_IMAGE_RESOURCE_DATA_ENTRY                              97502      97508          5
_SYSTEM_ACCESS_FILTER_ACE                               97511      97516          4
tagEMRANGLEARC                                          97533      97540          6
tagORPCTHIS                                             97543      97550          6
_RESUME_PERFORMANCE                                     97553      97558          4
_SYSTEM_INTERRUPT_CPU_SET_INFORMATION                   97561      97566          4
_SYSTEM_HYPERVISOR_SHARED_PAGE_INFORMATION              97569      97572          2
_AVRF_MEMORY_RANGE                                      97575      97579          3
_IMAGE_CE_RUNTIME_FUNCTION_ENTRY                        97622      97629          6
PPM_WMI_PERF_STATE                                      97632      97648         15
_PROCESS_BASIC_INFORMATION64                            97651      97661          9
_OSVERSIONINFOEX2A                                      97694      97709         14
_FILE_LEVEL_TRIM_RANGE                                  97712      97716          3
_FILE_LEVEL_TRIM                                        97719      97724          4
_FP_32                                                  97739      97742          2
_POWER_THROTTLING_THREAD_STATE                          97745      97750          4
_CRYPT_PROPERTY_REF                                     97753      97758          4
_CRYPT_IMAGE_REF                                        97761      97765          3
_CRYPT_PROVIDER_REF                                     97768      97777          8
_CRYPT_PROVIDER_REFS                                    97780      97784          3
_CTL_ANY_SUBJECT_INFO                                   97787      97791          3
tagWINDOWINFO                                           97794      97806         11
_HMAC_Info                                              97809      97816          6
_PO_WAKE_SOURCE_FIXED                                   97819      97823          3
_RTLP_TAG_INFO                                          97850      97854          3
_JOBOBJECT_CPU_RATE_CONTROL_INFORMATION                 97872      97876          3
_FILE_IO_COMPLETION_NOTIFICATION_INFORMATION            97879      97882          2
_REQUEST_OPLOCK_INPUT_BUFFER                            97885      97891          5
_RTL_SPARSE_BITMAP_CTX                                  97894      97911         16
_FILE_VALID_DATA_LENGTH_INFORMATION                     97914      97917          2
_CLUSTER_RANGE                                          97920      97924          3
_QUERY_FILE_LAYOUT_INPUT                                97942      97949          6
_SYSTEM_CODEINTEGRITYPOLICY_INFORMATION                 97952      97958          5
_SYSDBG_MSR                                             97961      97965          3
_THREAD_POWER_THROTTLING_STATE                          97981      97986          4
_KERNEL_USER_TIMES                                      97989      97995          5
_IMAGE_COFF_SYMBOLS_HEADER                              98059      98069          9
_RTL_STACK_CONTEXT_ENTRY                                98089      98093          3
_RTL_STACK_CONTEXT                                      98096      98100          3
_SSL_ECCKEY_BLOB                                        98103      98107          3
_CTL_USAGE_MATCH                                        98110      98114          3
_PROCESS_MITIGATION_REDIRECTION_TRUST_POLICY            98155      98158          2
_SYSTEM_POOL_INFORMATION                                98170      98179          8
_CERT_TPM_SPECIFICATION_INFO                            98182      98187          4
_SYSTEM_VERIFIER_INFORMATION_EX                         98190      98198          7
tagEMRLINETO                                            98201      98205          3
RETRIEVAL_POINTER_COUNT                                 98208      98211          2
_CERT_BIOMETRIC_EXT_INFO                                98214      98218          3
_CRYPT_OID_FUNC_ENTRY                                   98221      98225          3
_SYSTEM_ERROR_PORT_TIMEOUTS                             98243      98247          3
tagCANDIDATELIST                                        98273      98282          8
_MEMORY_COMBINE_INFORMATION_EX2                         98285      98291          5
_THREAD_NAME_INFORMATION                                98294      98297          2
_RTL_IMAGE_MITIGATION_DEP_POLICY                        98300      98303          2
MARK_HANDLE_INFO                                        98313      98318          4
_RTL_FEATURE_CONFIGURATION                              98321      98331          9
_CONTAINER_ROOT_INFO_INPUT                              98360      98363          2
_CMC_ADD_ATTRIBUTES_INFO                                98366      98373          6
_CONSOLE_SELECTION_INFO                                 98386      98391          4
_SCRUB_PARITY_EXTENT_DATA                               98394      98401          6
_IMAGE_BOUND_FORWARDER_REF                              98404      98409          4
_SYSTEM_PROCESSOR_INFORMATION                           98449      98456          6
_ACTIVATION_CONTEXT_RUN_LEVEL_INFORMATION               98459      98464          4
NTFS_EXTENDED_VOLUME_DATA                               98476      98488         11
tagMENUITEMINFOA                                        98498      98512         13
_CERT_REGISTRY_STORE_CLIENT_GPT_PARA                    98515      98519          3
_FILE_STAT_LX_INFORMATION                               98530      98549         18
_PLUGPLAY_CONTROL_RELATED_DEVICE_DATA                   98571      98577          5
_KCRM_MARSHAL_HEADER                                    98580      98586          5
_SECURITY_CAPABILITIES                                  98589      98595          5
_RTL_IMAGE_POLICY_METADATA                              98598      98603          4
_CONSOLE_FONT_INFO                                      98620      98624          3
_ALPC_DATA_VIEW_ATTR                                    98627      98633          5
_EFI_DRIVER_ENTRY                                       98636      98643          6
_EFI_DRIVER_ENTRY_LIST                                  98646      98650          3
_POWER_IDLE_RESILIENCY                                  98653      98657          3
_PS_ATTRIBUTE                                           98667      98673          5
_VM_COUNTERS_EX2                                        98676      98681          4
_HSM_OPCODE                                             98684      98688          3
_RPC_SECURITY_QOS                                       98698      98704          5
_RPC_BINDING_HANDLE_SECURITY_V1_A                       98707      98715          7
_MEMORY_BASIC_INFORMATION32                             98718      98727          8
_KEY_WRITE_TIME_INFORMATION                             98739      98742          2
_CSV_QUERY_FILE_REVISION                                98745      98749          3
_FILE_PIPE_EVENT_BUFFER                                 98752      98759          6
tagLOGCOLORSPACEA                                       98762      98774         11
tagPOINTER_TOUCH_INFO                                   98798      98807          8
_RTL_DISK_SPEED_INFO                                    98829      98832          2
_PS_ATTRIBUTE_LIST                                      98835      98839          3
_RPC_SECURITY_QOS_V5_W                                  98864      98875         10
_CMSG_RECIPIENT_ENCRYPTED_KEY_INFO                      98878      98884          5
_CMSG_KEY_AGREE_RECIPIENT_INFO                          98887      98896          8
_CMSG_CTRL_KEY_AGREE_DECRYPT_PARA                       98899      98908          8
_ENCRYPTED_DATA_INFO                                    98911      98924         12
_SYSTEM_SINGLE_MODULE_INFORMATION                       98927      98931          3
tagGCP_RESULTSW                                         98934      98945         10
HDESK__                                                 98948      98951          2
_SHCREATEPROCESSINFOW                                   98954      98969         14
_FILE_FS_FULL_SIZE_INFORMATION_EX                       98972      98987         14
_DOCINFOW                                               98990      98997          6
tagSTDOBJREF                                            99008      99015          6
tagOBJREFDATA                                           99051      99055          3
tagOBJREF                                               99075      99081          5
_LDR_FAILURE_DATA                                       99084      99089          4
_PO_WAKE_SOURCE_INFO                                    99092      99096          3
_SYSTEM_PROCESSOR_IDLE_CYCLE_TIME_INFORMATION           99099      99102          2
_RTL_IMAGE_MITIGATION_CONTROL_FLOW_GUARD_POLICY         99105      99109          3
_BCryptBuffer                                           99112      99117          4
_JOBOBJECT_MEMORY_USAGE_INFORMATION                     99120      99124          3
_PROCESS_MITIGATION_ACTIVATION_CONTEXT_TRUST_POLICY      99141      99144          2
_ACTIVATION_CONTEXT_SECTION_KEYED_DATA_2600             99147      99160         12
_PRIVKEYVER3                                            99163      99171          7
_CTL_VERIFY_USAGE_STATUS                                99181      99190          8
_RTL_LFG_RNG_STATE                                      99193      99198          4
tagEMRARC                                               99201      99207          5
_LEARNING_MODE_OBJECT_INFORMATION                       99215      99223          7
_RTL_FEATURE_USAGE_SUBSCRIPTION_TABLE                   99226      99230          3
_CRYPT_3DES_KEY_STATE                                   99233      99238          4
_MAT2                                                   99241      99247          5
_s__CatchableType                                       99250      99257          6
tagEMRCREATEPALETTE                                     99260      99265          4
_FILE_END_OF_FILE_INFORMATION                           99268      99271          2
_WIN32_MEMORY_RANGE_ENTRY                               99274      99278          3
tagEMRSETCOLORADJUSTMENT                                99281      99285          3
_ALPC_BASIC_INFORMATION                                 99288      99293          4
_FILE_MAILSLOT_QUERY_INFORMATION                        99296      99303          6
_RTL_PHYSICAL_MEMORY_INFO                               99306      99309          2
tagUSEROBJECTFLAGS                                      99312      99317          4
tagEMRSETCOLORSPACE                                     99320      99324          3
_IMAGE_RESOURCE_DIRECTORY_ENTRY                         99356      99360          3
_CERT_POLICY_MAPPING                                    99363      99367          3
_CERT_POLICY_MAPPINGS_INFO                              99370      99374          3
_FSCTL_OFFLOAD_WRITE_INPUT                              99377      99385          7
_MEMORY_PARTITION_PAGE_RANGE                            99388      99392          3
_MEMORY_PARTITION_INITIAL_ADD_INFORMATION               99395      99401          5
_MEM_ADDRESS_REQUIREMENTS                               99404      99409          4
_CRYPT_CONTEXT_CONFIG                                   99412      99416          3
_IO_COMPLETION_BASIC_INFORMATION                        99419      99422          2
tagPOINTER_PEN_INFO                                     99425      99434          8
tagPOINTER_TYPE_INFO                                    99444      99448          3
_FP_64                                                  99451      99454          2
_PUBLICKEYSTRUC                                         99493      99499          5
_CRYPT_HASH_INFO                                        99538      99542          3
_FSCTL_UNMAP_SPACE_INPUT_BUFFER                         99545      99548          2
_IMAGE_DELAYLOAD_DESCRIPTOR                             99579      99589          9
_RTL_ENCLAVE_LAUNCH_TOKEN                               99592      99601          8
tagMOUSEINPUT                                           99604      99612          7
tagKEYBDINPUT                                           99615      99622          6
tagINPUT                                                99633      99637          3
_FILE_LEVEL_TRIM_OUTPUT                                 99640      99643          2
_WOW64_LDT_ENTRY                                        99677      99682          4
_WOW64_DESCRIPTOR_TABLE_ENTRY                           99685      99689          3
_FSCTL_QUERY_REGION_INFO_INPUT                          99692      99699          6
_KEY_WOW64_FLAGS_INFORMATION                            99702      99705          2
_DEVICE_FLAGS                                           99708      99717          8
_CM_COMPONENT_INFORMATION                               99720      99726          5
_QUOTA_LIMITS_EX                                        99743      99757         13
_JOURNAL_RENAME_KEY_INFORMATION                         99768      99775          6
FIND_BY_SID_DATA                                        99797      99801          3
_IR_TIMER_EXTRA_CREATE_PARAMETER                        99812      99816          3
_FILE_ID_INFO                                           99819      99823          3
_TOKEN_STATISTICS                                       99826      99838         11
_TEB_ACTIVE_FRAME_EX                                    99849      99853          3
_SYSTEM_PROCESSOR_PERFORMANCE_INFORMATION_EX            99887      99899         11
_RASTERIZER_STATUS                                      99902      99907          4
HUMPD__                                                 99910      99913          2
_PROCESSOR_POWER_POLICY_INFO                            99916      99927         10
_CMC_ADD_EXTENSIONS_INFO                                99930      99937          6
_NCRYPT_VSM_KEY_ATTESTATION_CLAIM_RESTRICTIONS          99940      99949          8
_CRYPT_ENCODE_PARA                                      99964      99969          4
_FILE_BOTH_DIR_INFORMATION                              99972      99988         15
_SYSTEM_POOL_ZEROING_INFORMATION                        99991      99994          2
_CRYPT_AES_256_KEY_STATE                                99997     100004          6
_FILE_PIPE_EVENT_ENUM_OUTPUT_BUFFER                    100034     100037          2
_SYSTEM_PROCESS_ID_INFORMATION                         100040     100044          3
_IMAGE_DEBUG_DIRECTORY                                 100047     100057          9
_RTL_FEATURE_CONFIGURATION_TABLE                       100060     100064          3
_SYSTEM_SECURITY_MODEL_INFORMATION                     100075     100078          2
_MIDL_FORMAT_STRING                                    100096     100100          3
_currencyfmtA                                          100103     100113          9
tagRPC_CALL_ATTRIBUTES_V1_A                            100116     100127         10
_VIRTUALIZATION_INSTANCE_INFO_INPUT_EX                 100130     100137          6
HIMC__                                                 100140     100143          2
_CRYPT_SMIME_CAPABILITIES                              100146     100150          3
_SYSTEM_FEATURE_CONFIGURATION_SECTIONS_INFORMATION_ENTRY     100153     100158          4
_REMOTE_NAME_INFOW                                     100161     100166          4
_OBJECTID                                              100169     100173          3
_PORT_DATA_INFORMATION                                 100176     100180          3
_SYSTEM_CRASH_DUMP_STATE_INFORMATION                   100183     100186          2
_RTL_HEAP_TAG_INFO                                     100189     100194          4
_devicemodeW                                           100197     100228         30
_CHAR_INFO                                             100238     100242          3
_SYSTEM_ACTIVITY_MODERATION_USER_SETTINGS              100245     100248          2
SERVICE_STATUS_HANDLE__                                100251     100254          2
_IMAGE_SYMBOL_EX                                       100272     100280          7
_HARDWARE_COUNTER                                      100283     100288          4
tagSTYLESTRUCT                                         100291     100295          3
HHOOK__                                                100344     100347          2
_CRYPT_URL_ARRAY                                       100350     100354          3
_SYSTEM_REF_TRACE_INFORMATION                          100372     100378          5
_BCRYPT_DSA_PARAMETER_HEADER_V2                        100395     100405          9
_LINK_TRACKING_INFORMATION                             100408     100412          3
RPC_ENDPOINT_TEMPLATEA                                 100415     100422          6
_WOW64_FLOATING_SAVE_AREA                              100425     100436         10
PPM_WMI_PERF_STATES_EX                                 100439     100462         22
_REDIRECTION_DESCRIPTOR                                100487     100492          4
NCRYPT_TPM_LOADABLE_KEY_BLOB_HEADER                    100495     100502          6
tagSERIALKEYSA                                         100518     100527          8
_SE_SET_FILE_CACHE_INFORMATION                         100530     100534          3
_JOBOBJECT_BASIC_AND_IO_ACCOUNTING_INFORMATION         100537     100541          3
_LDR_DATA_TABLE_ENTRY64                                100565     100580         14
_FILE_IO_PRIORITY_HINT_INFORMATION                     100583     100586          2
_RC_CONFIG                                             100604     100633         28
_PLUGPLAY_CONTROL_INTERFACE_LIST_DATA                  100653     100660          6
_VIRTUAL_STORAGE_SET_BEHAVIOR_INPUT                    100663     100667          3
PROCESSOR_IDLESTATE_INFO                               100689     100695          5
tagEMRROUNDRECT                                        100713     100718          4
_CERT_SERVER_OCSP_RESPONSE_OPEN_PARA                   100721     100729          7
_RTL_VERIFIER_PAGEHEAPS_INFORMATION                    100732     100737          4
_PROCESS_TLS_INFORMATION                               100747     100754          6
_SYSTEM_THREAD_CID_PRIORITY_INFORMATION                100774     100778          3
_tagPROTOCOLFILTERDATA                                 100781     100788          6
_TXFS_LIST_TRANSACTION_LOCKED_FILES                    100799     100805          5
_MIDL_WINRT_TYPE_SERIALIZATION_INFO                    101128     101135          6
_FXSAVE_FORMAT                                         101169     101184         14
_CRYPT_PROVIDERS                                       101187     101191          3
_FP_80                                                 101194     101197          2
tagCHARSETINFO                                         101241     101246          4
tagLOGCOLORSPACEW                                      101249     101261         11
tagSOUNDSENTRYA                                        101275     101289         13
_SYSTEM_PREFETCH_OPTIONS                               101292     101302          9
PPM_PERFSTATE_EVENT                                    101305     101312          6
_CRYPT_RC2_CBC_PARAMETERS                              101315     101320          4
tagACCESSTIMEOUT                                       101323     101328          4
_RTL_SEGMENT_HEAP_MEMORY_SOURCE                        101354     101361          6
_RTL_SEGMENT_HEAP_PARAMETERS                           101364     101371          6
_SYSTEM_HOT_PATCH_REGISTRY_VALUE                       101374     101378          3
_SYSTEM_SCOPED_POLICY_ID_ACE                           101381     101386          4
_CSTRING                                               101389     101394          4
_CERT_NAME_CONSTRAINTS_INFO                            101397     101403          5
_RTL_SPARSE_BITMAP_RUN                                 101406     101412          5
tagEMRSETTEXTCOLOR                                     101415     101419          3
_OLESTREAMVTBL                                         101473     101477          3
_OLESTREAM                                             101480     101483          2
_BCRYPT_MULTI_HASH_OPERATION                           101486     101492          5
_IMAGE_THUNK_DATA32                                    101504     101507          2
_EXTENDED_ENCRYPTED_DATA_INFO                          101510     101516          5
_SYSTEM_OBJECT_INFORMATION                             101527     101541         13
_CFG_CALL_TARGET_LIST_INFORMATION                      101544     101552          7
value_entA                                             101555     101561          5
_CERT_EXTENSIONS                                       101564     101568          3
_IMAGE_ROM_OPTIONAL_HEADER                             101571     101586         14
_IMAGE_ROM_HEADERS                                     101589     101593          3
_BOOT_ENTROPY_NT_RESULT                                101596     101601          4
_CONTAINER_VOLUME_STATE                                101604     101607          2
_SYSTEM_PROCESSOR_CYCLE_TIME_INFORMATION               101610     101613          2
_CRYPT_KEY_VERIFY_MESSAGE_PARA                         101616     101621          4
_GDI_NONREMOTE                                         101631     101635          3
_MEMORY_WORKING_SET_EX_BLOCK                           101708     101711          2
STARTING_LCN_INPUT_BUFFER                              101714     101717          2
_SERVICE_TRIGGER_SPECIFIC_DATA_ITEM                    101720     101725          4
_WIN32K_SYSCALL_FILTER                                 101728     101732          3
_SCRUB_DATA_OUTPUT                                     101735     101753         17
_s__RTTICompleteObjectLocator                          101756     101763          6
_RTL_SPARSE_BITMAP_PARAMETER                           101766     101778         11
CREATE_USN_JOURNAL_DATA                                101781     101785          3
_MESSAGE_RESOURCE_DATA                                 101788     101792          3
_REPAIR_COPIES_OUTPUT                                  101795     101800          4
_VOLUME_REFS_INFO_BUFFER                               101803     101884         80
_SYSTEM_SPECULATION_CONTROL_INFORMATION                101939     101943          3
_QUERY_SERVICE_CONFIGW                                 101946     101957         10
_KCONTINUE_ARGUMENT                                    101960     101965          4
_ENCLAVE_INIT_INFO_SGX                                 101968     101974          5
_CMSG_ENCRYPTED_ENCODE_INFO                            101977     101982          4
_SYSTEM_EXCEPTION_INFORMATION                          101985     101991          5
_RTL_HEAP_STACK_CONTROL                                101994     101999          4
_EXTENDED_CREATE_INFORMATION                           102002     102007          4
pvalueA                                                102010     102016          5
_BCRYPT_ECC_CURVE_NAMES                                102019     102023          3
tagPOINTER_DEVICE_CURSOR_INFO                          102026     102030          3
_TRANSACTION_NOTIFICATION_PROPAGATE_ARGUMENT           102033     102039          5
_wfinddata64_t                                         102059     102067          7
tagEMRSETDIBITSTODEVICE                                102070     102087         16
_CRYPT_TIME_STAMP_REQUEST_INFO                         102090     102097          6
